,id,description,tag_ids,user_id,billable,task_id,project_id,workspace_id,custom_field_values,type_my,kiosk_id,is_locked,time_interval_start,time_interval_end,time_interval_duration,hourly_rate_amount,hourly_rate_currency,cost_rate_amount,cost_rate_currency
44,68095a2993754e3fa7b729d9,,,61e8d0aaec657019b1547670,True,,66e93444e7d56d567f42868a,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-04-22 15:00:00,2025-04-22 15:45:00,0 days 00:45:00,0.0,ZAR,0.0,ZAR
45,68095a234bd6ce70ccd1d217,,,61e8d0aaec657019b1547670,True,,67c1635b999dbb6ea64f2331,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-04-22 07:00:00,2025-04-22 15:00:00,0 days 08:00:00,0.0,ZAR,0.0,ZAR
46,68095a20df68007e06ba6ff3,,,61e8d0aaec657019b1547670,True,,67c1635b999dbb6ea64f2331,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-04-17 07:00:00,2025-04-17 15:00:00,0 days 08:00:00,0.0,ZAR,0.0,ZAR
47,68095a1f93754e3fa7b7292a,,,61e8d0aaec657019b1547670,True,,67c1635b999dbb6ea64f2331,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-04-16 07:00:00,2025-04-16 15:00:00,0 days 08:00:00,0.0,ZAR,0.0,ZAR
48,68095a1e83bf7535e6f016a0,,,61e8d0aaec657019b1547670,True,,67c1635b999dbb6ea64f2331,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-04-15 07:00:00,2025-04-15 15:00:00,0 days 08:00:00,0.0,ZAR,0.0,ZAR
49,67fcd2798cb22918baf28ac1,,,61e8d0aaec657019b1547670,True,,66e93444e7d56d567f42868a,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-04-14 15:00:00,2025-04-14 15:45:00,0 days 00:45:00,0.0,ZAR,0.0,ZAR
50,685ce8d99705d00169cb9145,,,63d7bf108a636539ca359a56,True,,683c7e4e06dea77c74266fe2,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-26 06:29:45,2025-06-26 14:15:45,0 days 07:46:00,0.0,ZAR,0.0,ZAR
51,685b96fd9705d00169ada2bc,,,63d7bf108a636539ca359a56,True,,683c7e4e06dea77c74266fe2,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-25 06:28:13,2025-06-25 14:25:13,0 days 07:57:00,0.0,ZAR,0.0,ZAR
52,685a45c39705d001698f09c8,,,63d7bf108a636539ca359a56,True,,683c7e4e06dea77c74266fe2,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-24 06:29:23,2025-06-24 14:15:23,0 days 07:46:00,0.0,ZAR,0.0,ZAR
53,68595e59800d914214136180,stand up,,63d7bf108a636539ca359a56,False,,61e6a5e2914d12440acf2f1b,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-23 14:02:01,2025-06-23 14:47:01,0 days 00:45:00,0.0,ZAR,0.0,ZAR
54,6858f295f5a49e055ff2acf3,,,63d7bf108a636539ca359a56,True,,683c7e4e06dea77c74266fe2,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-23 06:22:13,2025-06-23 14:02:13,0 days 07:40:00,0.0,ZAR,0.0,ZAR
55,6854ffc7eea70515297385c8,,,63d7bf108a636539ca359a56,True,,683c7e4e06dea77c74266fe2,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-20 06:29:27,2025-06-20 13:51:27,0 days 07:22:00,0.0,ZAR,0.0,ZAR
56,6853b6a518da28569f8227d5,,,63d7bf108a636539ca359a56,True,,683c7e4e06dea77c74266fe2,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-19 06:20:00,2025-06-19 14:15:00,0 days 07:55:00,0.0,ZAR,0.0,ZAR
57,6852865565a48e44aa913a33,,,63d7bf108a636539ca359a56,True,,683c7e4e06dea77c74266fe2,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-18 07:00:00,2025-06-18 14:50:00,0 days 07:50:00,0.0,ZAR,0.0,ZAR
58,68511f0a1a82d83094567a3f,,,63d7bf108a636539ca359a56,True,,683c7e4e06dea77c74266fe2,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-17 07:00:00,2025-06-17 14:32:00,0 days 07:32:00,0.0,ZAR,0.0,ZAR
59,684bc17ef8cbae590d91fe5c,,,63d7bf108a636539ca359a56,True,,683c7e4e06dea77c74266fe2,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-13 06:13:18,2025-06-13 13:23:18,0 days 07:10:00,0.0,ZAR,0.0,ZAR
60,684a72305b66b76616771376,,,63d7bf108a636539ca359a56,True,,683c7e4e06dea77c74266fe2,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-12 06:22:40,2025-06-12 14:00:40,0 days 07:38:00,0.0,ZAR,0.0,ZAR
61,68493be59bfd9363c46611ae,,,63d7bf108a636539ca359a56,True,,683c7e4e06dea77c74266fe2,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-11 07:00:00,2025-06-11 14:33:00,0 days 07:33:00,0.0,ZAR,0.0,ZAR
62,6847dd67bb7c56144c69b4e2,,,63d7bf108a636539ca359a56,True,,683c7e4e06dea77c74266fe2,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-10 07:23:19,2025-06-10 14:49:19,0 days 07:26:00,0.0,ZAR,0.0,ZAR
63,6846ee85bb7c56144c5682c0,stand up,,63d7bf108a636539ca359a56,False,,61e6a5e2914d12440acf2f1b,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-09 14:00:00,2025-06-09 14:42:00,0 days 00:42:00,0.0,ZAR,0.0,ZAR
64,68468046dd232e7deaca668c,,,63d7bf108a636539ca359a56,True,,683c7e4e06dea77c74266fe2,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-09 06:33:42,2025-06-09 14:00:42,0 days 07:27:00,0.0,ZAR,0.0,ZAR
65,684287e2b7688b61f135d3ac,,,63d7bf108a636539ca359a56,True,,683c7e4e06dea77c74266fe2,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-06 06:17:06,2025-06-06 13:24:06,0 days 07:07:00,0.0,ZAR,0.0,ZAR
66,684136d90300f917a0f40ec2,,,63d7bf108a636539ca359a56,True,,683c7e4e06dea77c74266fe2,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-05 06:19:05,2025-06-05 13:56:05,0 days 07:37:00,0.0,ZAR,0.0,ZAR
67,683ffd791325f11af66eb4dd,,,63d7bf108a636539ca359a56,True,,683c7e4e06dea77c74266fe2,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-04 07:00:00,2025-06-04 14:26:00,0 days 07:26:00,0.0,ZAR,0.0,ZAR
68,683eb0a1ccbddb00a7c47cc9,,,63d7bf108a636539ca359a56,True,,683c7e4e06dea77c74266fe2,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-03 07:00:00,2025-06-03 14:56:00,0 days 07:56:00,0.0,ZAR,0.0,ZAR
69,683dadfdccbddb00a7ac68e1,stand up,,63d7bf108a636539ca359a56,False,,61e6a5e2914d12440acf2f1b,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-02 13:58:21,2025-06-02 14:42:21,0 days 00:44:00,0.0,ZAR,0.0,ZAR
70,683d423553edd3246b0aa116,,,63d7bf108a636539ca359a56,True,,683c7e4e06dea77c74266fe2,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-06-02 06:18:29,2025-06-02 13:58:29,0 days 07:40:00,0.0,ZAR,0.0,ZAR
71,68394ec9a9ab5f4661b51b62,,,63d7bf108a636539ca359a56,True,,6617b13d4099023e2b23aa19,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-05-30 06:23:05,2025-05-30 13:20:05,0 days 06:57:00,0.0,ZAR,0.0,ZAR
72,683802ed17925e70fe4f0d9b,,,63d7bf108a636539ca359a56,True,,6617b13d4099023e2b23aa19,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-05-29 06:15:00,2025-05-29 14:34:00,0 days 08:19:00,0.0,ZAR,0.0,ZAR
73,6836bcd0f1a15a09458bc093,,,63d7bf108a636539ca359a56,True,,6617b13d4099023e2b23aa19,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-05-28 07:00:00,2025-05-28 14:22:00,0 days 07:22:00,0.0,ZAR,0.0,ZAR
74,68356e2e828c43704e67d395,,,63d7bf108a636539ca359a56,True,,6617b13d4099023e2b23aa19,61e69d2cdc3256444cefaca4,,REGULAR,,False,2025-05-27 07:00:00,2025-05-27 14:07:00,0 days 07:07:00,0.0,ZAR,0.0,ZAR
